code,name,state,lon,lat
311570,Central de Minas,MG,-41.3064,-18.7619
210312,Central do Maranhão,MA,-44.8254,-2.1983
311580,Centralina,MG,-49.1955,-18.5843
210317,Centro Novo do Maranhão,MA,-46.1249,-2.1361
210315,Centro do Guilherme,MA,-46.0345,-2.4489
110005,Cerejeiras,RO,-60.8168,-13.187
520540,Ceres,GO,-49.6032,-15.3104
351140,Cerqueira César,SP,-49.1651,-23.0353
351150,Cerquilho,SP,-47.7434,-23.1627
430512,Cerrito,RS,-52.8152,-31.8546
410520,Cerro Azul,PR,-49.2615,-24.8245
430513,Cerro Branco,RS,-52.9355,-29.6658
240270,Cerro Corá,RN,-36.3465,-6.0413
430515,Cerro Grande,RS,-53.1672,-27.6106
430517,Cerro Grande do Sul,RS,-51.7517,-30.5963
430520,Cerro Largo,RS,-54.7428,-28.1463
420417,Cerro Negro,SC,-50.8746,-27.7966
351160,Cesário Lange,SP,-47.9545,-23.226
520545,Cezarina,GO,-49.7758,-16.9718
311600,Chalé,MG,-41.6878,-20.0436
430530,Chapada,RS,-53.0675,-28.0598
311615,Chapada Gaúcha,MG,-45.6285,-15.2946
170510,Chapada da Natividade,TO,-47.7539,-11.6119
170460,Chapada de Areia,TO,-49.1784,-10.1409
311610,Chapada do Norte,MG,-53.0675,-28.0598
510300,Chapada dos Guimarães,MT,-55.7499,-15.4643
210320,Chapadinha,MA,-43.3532,-3.7421
520547,Chapadão do Céu,GO,-52.6674,-18.3952
420419,Chapadão do Lageado,SC,-49.5539,-27.5905
500295,Chapadão do Sul,MS,-52.6258,-18.7874
420420,Chapecó,SC,-52.6185,-27.1013
351170,Charqueada,SP,-47.7755,-22.5096
430535,Charqueadas,RS,-51.6249,-29.955
430537,Charrua,RS,-52.0321,-27.9537
230390,Chaval,CE,-41.2435,-3.0357
355720,Chavantes,SP,-49.7072,-23.0406
150250,Chaves,PA,-49.6479,-0.0629
311620,Chiador,MG,-43.0572,-22.0028
430540,Chiapetta,RS,-53.9419,-27.9232
410540,Chopinzinho,PR,-52.5294,-25.8566
230395,Chorozinho,CE,-38.4997,-4.3006
290770,Chorrochó,BA,-39.0993,-8.9774
230393,Choró,CE,-39.1344,-4.8391
110092,Chupinguaia,RO,-60.9028,-12.5529
430544,Chuvisca,RS,-51.9785,-30.7558
430543,Chuí,RS,-53.4555,-33.69
311590,Chácara,MG,-43.2207,-21.6728
260450,Chã Grande,PE,-35.4571,-8.2383
270190,Chã Preta,AL,-36.2983,-9.2556
260440,Chã de Alegria,PE,-35.204,-8.0068
410550,Cianorte,PR,-52.6054,-23.6599
410560,Cidade Gaúcha,PR,-52.9444,-23.3817
520549,Cidade Ocidental,GO,-47.9445,-16.1001
210325,Cidelândia,MA,-47.7834,-5.1747
430545,Cidreira,RS,-50.2183,-30.1657
311630,Cipotânea,MG,-43.3656,-20.9053
290790,Cipó,BA,-38.5153,-11.0991
430550,Ciríaco,RS,-51.8764,-28.3429
311640,Claraval,MG,-47.2831,-20.3989
311650,Claro dos Poções,MG,-44.2117,-17.0758
351190,Clementina,SP,-50.4476,-21.5609
410570,Clevelândia,PR,-52.3514,-26.4041
510305,Cláudia,MT,-54.8783,-11.507
311660,Cláudio,MG,-44.7681,-20.4404
290800,Coaraci,BA,-39.5497,-14.6408
130120,Coari,AM,-63.1431,-4.0886
220270,Cocal,PI,-41.5561,-3.4688
220271,Cocal de Telha,PI,-41.9587,-4.5571
420425,Cocal do Sul,SC,-49.3334,-28.5987
220272,Cocal dos Alves,PI,-41.4402,-3.6205
510310,Cocalinho,MT,-51.0001,-14.3903
520551,Cocalzinho de Goiás,GO,-48.773,-15.7763
290810,Cocos,BA,-44.5345,-14.1819
130130,Codajás,AM,-62.0603,-3.8413
210330,Codó,MA,-43.8924,-4.4556
210340,Coelho Neto,MA,-43.0149,-4.2535
311670,Coimbra,MG,-42.8027,-20.8563
270200,Coité do Nóia,AL,-36.5845,-9.6335
220273,Coivaras,PI,-42.208,-5.0922
150260,Colares,PA,-48.2803,-0.9364
320150,Colatina,ES,-40.6264,-19.5479
351200,Colina,SP,-48.5387,-20.7114
210350,Colinas,MA,-51.8526,-29.3815
430558,Colinas,RS,-51.8526,-29.3815
520552,Colinas do Sul,GO,-48.073,-14.1556
170550,Colinas do Tocantins,TO,-48.4717,-8.0613
171670,Colméia,TO,-48.7529,-8.7322
510325,Colniza,MT,-59.2203,-9.4564
410580,Colombo,PR,-49.2243,-25.2925
410590,Colorado,PR,-51.9743,-22.8374
430560,Colorado,RS,-51.9743,-22.8374
110006,Colorado do Oeste,RO,-60.5454,-13.1174
311680,Coluna,MG,-42.8401,-18.2326
510320,Colíder,MT,-55.454,-10.8095
351210,Colômbia,SP,-48.6873,-20.1774
270210,Colônia Leopoldina,AL,-35.7214,-8.9181
220275,Colônia do Gurguéia,PI,-43.794,-8.1837
220277,Colônia do Piauí,PI,-42.1777,-7.232
170555,Combinado,TO,-46.5461,-12.8137
311690,Comendador Gomes,MG,-49.0814,-19.6992
330095,Comendador Levy Gasparian,RJ,-43.2047,-22.0287
311700,Comercinho,MG,-41.7931,-16.2961
510330,Comodoro,MT,-59.7869,-13.6581
250440,Conceição,PB,-38.5416,-7.5519
311710,Conceição da Aparecida,MG,-46.2044,-21.0942
320160,Conceição da Barra,ES,-39.7372,-18.5841
311520,Conceição da Barra de Minas,MG,-39.7372,-18.5841
290820,Conceição da Feira,BA,-39.0002,-12.5013
311730,Conceição das Alagoas,MG,-48.3803,-19.9194
311720,Conceição das Pedras,MG,-45.4542,-22.16
311740,Conceição de Ipanema,MG,-41.6939,-19.9283
330140,Conceição de Macabu,RJ,-41.868,-22.085
290830,Conceição do Almeida,BA,-39.1692,-12.7773
150270,Conceição do Araguaia,PA,-49.2677,-8.2697
220280,Conceição do Canindé,PI,-41.5942,-7.8764
320170,Conceição do Castelo,ES,-41.2417,-20.3639
290840,Conceição do Coité,BA,-39.284,-11.5629
290850,Conceição do Jacuípe,BA,-38.7684,-12.3268
210355,Conceição do Lago-Açu,MA,-44.8931,-3.841
311750,Conceição do Mato Dentro,MG,-43.4253,-19.0372
311760,Conceição do Pará,MG,-44.8969,-19.7522
311770,Conceição do Rio Verde,MG,-45.0869,-21.8811
170560,Conceição do Tocantins,TO,-47.2951,-12.2209
311780,Conceição dos Ouros,MG,-45.7978,-22.4131
351220,Conchal,SP,-47.1729,-22.3375
351230,Conchas,SP,-48.011,-23.0192
420430,Concórdia,SC,-52.023,-27.2314
150275,Concórdia do Pará,PA,-47.945,-1.9924
250450,Condado,PB,-37.5966,-6.9092
260460,Condado,PE,-37.5966,-6.9092
290860,Conde,BA,-34.9054,-7.26
250460,Conde,PB,-34.9054,-7.26
290870,Condeúba,BA,-41.9718,-14.9022
430570,Condor,RS,-53.4845,-28.2058
311787,Confins,MG,-43.9912,-19.6279
510335,Confresa,MT,-51.5699,-10.6437
250470,Congo,PB,-36.6602,-7.7958
311790,Congonhal,MG,-46.0405,-22.1533
311800,Congonhas,MG,-43.8565,-20.5015
311810,Congonhas do Norte,MG,-43.8565,-20.5015
410600,Congonhinhas,PR,-50.552,-23.5497
311820,Conquista,MG,-47.5431,-19.9369
510336,Conquista d`Oeste,MT,-59.542790,-14.538626
311830,Conselheiro Lafaiete,MG,-43.7857,-20.6596
410610,Conselheiro Mairinck,PR,-50.1707,-23.623
311840,Conselheiro Pena,MG,-41.472,-19.1721
311850,Consolação,MG,-45.9211,-22.5514
430580,Constantina,RS,-52.993,-27.7332
311860,Contagem,MG,-44.0841,-19.9133
410620,Contenda,PR,-49.535,-25.6788
290880,Contendas do Sincorá,BA,-41.0421,-13.7612
311870,Coqueiral,MG,-45.4406,-21.1894
430583,Coqueiro Baixo,RS,-52.097,-29.1816
270220,Coqueiro Seco,AL,-35.7994,-9.6371
430585,Coqueiros do Sul,RS,-52.7823,-28.1188
311880,Coração de Jesus,MG,-44.3577,-16.6888
290890,Coração de Maria,BA,-38.7485,-12.2505
410630,Corbélia,PR,-53.2962,-24.7951
330150,Cordeiro,RJ,-42.3607,-22.0288
290900,Cordeiros,BA,-41.9314,-15.0397
351240,Cordeirópolis,SP,-47.4551,-22.4768
420435,Cordilheira Alta,SC,-52.6024,-26.9851
311890,Cordisburgo,MG,-44.3203,-19.1258
311900,Cordislândia,MG,-45.69,-21.7975
230400,Coreaú,CE,-40.6547,-3.5522
250480,Coremas,PB,-37.9404,-7.0214
500310,Corguinho,MS,-54.8322,-19.8274
290910,Coribe,BA,-44.4573,-13.8285
311910,Corinto,MG,-44.4561,-18.3631
410640,Cornélio Procópio,PR,-50.6499,-23.1825
311920,Coroaci,MG,-42.2853,-18.6214
351250,Coroados,SP,-50.2854,-21.3555
210360,Coroatá,MA,-44.136,-4.1282
311930,Coromandel,MG,-47.2003,-18.4739
430587,Coronel Barros,RS,-54.0686,-28.3921
430590,Coronel Bicaco,RS,-53.7058,-27.7174
410645,Coronel Domingos Soares,PR,-52.0315,-26.224
240280,Coronel Ezequiel,RN,-36.2152,-6.3853
311940,Coronel Fabriciano,MG,-42.6283,-19.52
420440,Coronel Freitas,SC,-52.7028,-26.9059
220285,Coronel José Dias,PI,-42.5232,-8.814
240290,Coronel João Pessoa,RN,-34.882,-7.1216
290920,Coronel João Sá,BA,-37.9259,-10.2856
351260,Coronel Macedo,SP,-49.3132,-23.6304
420445,Coronel Martins,SC,-52.6682,-26.5125
311950,Coronel Murta,MG,-42.1817,-16.6181
311960,Coronel Pacheco,MG,-43.2616,-21.5879
430593,Coronel Pilar,RS,-51.6854,-29.2718
500315,Coronel Sapucaia,MS,-55.5288,-23.2719
410650,Coronel Vivida,PR,-52.5654,-25.9805
311970,Coronel Xavier Chaves,MG,-44.2232,-21.024
420455,Correia Pinto,SC,-50.3614,-27.5877
220290,Corrente,PI,-45.1633,-10.4372
260470,Correntes,PE,-36.3262,-9.1229
290930,Correntina,BA,-44.6345,-13.3442
260480,Cortês,PE,-35.5468,-8.4744
351270,Corumbataí,SP,-47.625,-22.2211
410655,Corumbataí do Sul,PR,-52.1177,-24.101
520590,Corumbaíba,GO,-48.566,-18.138
110007,Corumbiara,RO,-60.8947,-12.9551
500320,Corumbá,MS,-57.6495,-19.0064
520580,Corumbá de Goiás,GO,-48.8075,-15.9268
420450,Corupá,SC,-49.246,-26.4246
270230,Coruripe,AL,-36.1761,-10.125
351290,Cosmorama,SP,-49.7827,-20.4755
351280,Cosmópolis,SP,-47.1972,-22.6437
110008,Costa Marques,RO,-64.228,-12.4367
500325,Costa Rica,MS,-53.1287,-18.5432
290940,Cotegipe,BA,-44.2604,-12.0315
351300,Cotia,SP,-46.9189,-23.6039
430595,Cotiporã,RS,-51.6971,-28.9891
510337,Cotriguaçu,MT,-58.5659,-9.9035
170600,Couto Magalhães,TO,-49.1729,-8.5014
312010,Couto de Magalhães de Minas,MG,-43.4719,-18.073
430597,Coxilha,RS,-52.298,-28.1254
500330,Coxim,MS,-54.745,-18.5049
250485,Coxixola,PB,-36.606,-7.6273
230410,Crateús,CE,-40.6707,-5.1809
230420,Crato,CE,-39.4274,-7.2297
351310,Cravinhos,SP,-47.7294,-21.3403
290950,Cravolândia,BA,-39.8154,-13.3576
270235,Craíbas,AL,-36.7685,-9.6168
420460,Criciúma,SC,-49.3696,-28.679
430600,Crissiumal,RS,-54.1025,-27.4982
312020,Cristais,MG,-45.5186,-20.8758
351320,Cristais Paulista,SP,-47.4209,-20.4036
430605,Cristal,RS,-52.0492,-31.0017
430607,Cristal do Sul,RS,-53.2483,-27.4544
520620,Cristalina,GO,-47.6131,-16.7676
170610,Cristalândia,TO,-49.1942,-10.5985
220300,Cristalândia do Piauí,PI,-45.1864,-10.6495
312040,Cristiano Otoni,MG,-43.8056,-20.8322
520630,Cristianópolis,GO,-48.706,-17.2011
312050,Cristina,MG,-45.2642,-22.2122
220310,Cristino Castro,PI,-44.22,-8.8179
280170,Cristinápolis,SE,-37.756,-11.4755
312030,Cristália,MG,-42.8642,-16.7094
290970,Cristópolis,BA,-44.4161,-12.2349
312015,Crisólita,MG,-40.9092,-17.2389
290960,Crisópolis,BA,-38.1501,-11.5121
520640,Crixás,GO,-49.9695,-14.5425
170625,Crixás do Tocantins,TO,-48.9188,-11.1039
230423,Croatá,CE,-40.9037,-4.4148
520650,Cromínia,GO,-49.375,-17.2892
312060,Crucilândia,MG,-44.3413,-20.3975
230425,Cruz,CE,-40.176,-2.9181
430610,Cruz Alta,RS,-53.6048,-28.645
410680,Cruz Machado,PR,-51.3503,-26.0185
290980,Cruz das Almas,BA,-39.1054,-12.6723
250490,Cruz do Espírito Santo,PB,-35.0857,-7.139
430613,Cruzaltense,RS,-52.648,-27.6673
351340,Cruzeiro,SP,-44.9642,-22.5784
312070,Cruzeiro da Fortaleza,MG,-46.6739,-18.9467
410657,Cruzeiro do Iguaçu,PR,-53.1299,-25.6142
410660,Cruzeiro do Oeste,PR,-53.0709,-23.784
120020,Cruzeiro do Sul,AC,-44.9642,-22.5784
410670,Cruzeiro do Sul,PR,-72.6704,-7.6308
430620,Cruzeiro do Sul,RS,-72.6704,-7.6308
240300,Cruzeta,RN,-36.7888,-6.4083
410685,Cruzmaltina,PR,-51.4436,-23.9931
351330,Cruzália,SP,-50.7911,-22.7434
312080,Cruzília,MG,-44.8081,-21.8383
250500,Cubati,PB,-36.3526,-6.8648
351350,Cubatão,SP,-46.4242,-23.8858
510340,Cuiabá,MT,-56.0991,-15.5987
250520,Cuitegi,PB,-35.5229,-6.8963
250510,Cuité,PB,-36.1479,-6.4855
250523,Cuité de Mamanguape,PB,-35.2502,-6.9129
110094,Cujubim,RO,-62.5876,-9.3596
520660,Cumari,GO,-48.1511,-18.2644
260490,Cumaru,PE,-35.6992,-8.0065
150276,Cumaru do Norte,PA,-50.7678,-7.8123
280190,Cumbe,SE,-37.1829,-10.3552
351360,Cunha,SP,-44.9567,-23.0775
420470,Cunha Porã,SC,-53.1749,-26.8933
420475,Cunhataí,SC,-53.0914,-26.9735
312083,Cuparaque,MG,-41.0986,-18.9697
260500,Cupira,PE,-35.9518,-8.6243
290990,Curaçá,BA,-39.9073,-8.9915
220320,Curimatá,PI,-44.3002,-10.0324
150277,Curionópolis,PA,-49.6059,-6.099
410690,Curitiba,PR,-49.2712,-25.4296
420480,Curitibanos,SC,-50.577,-27.2918
410700,Curiúva,PR,-50.4555,-24.0383
220323,Currais,PI,-44.4062,-9.0118
240310,Currais Novos,RN,-36.5173,-6.2627
220327,Curral Novo do Piauí,PI,-40.9007,-7.8317
250530,Curral Velho,PB,-38.1979,-7.5376
250527,Curral de Cima,PB,-35.2639,-6.7232
312087,Curral de Dentro,MG,-41.8569,-15.9333
150280,Curralinho,PA,-49.7952,-1.8118
220325,Curralinhos,PI,-42.8307,-5.6131
210370,Cururupu,MA,-44.873,-1.8243
150285,Curuá,PA,-55.1168,-1.8878
150290,Curuçá,PA,-47.8566,-0.7277
312090,Curvelo,MG,-44.4306,-18.7572
510343,Curvelândia,MT,-57.9152,-15.6097
260510,Custódia,PE,-37.6421,-8.0896
160021,Cutias,AP,-50.5204,0.9971
510250,Cáceres,MT,-57.6847,-16.0661
311510,Cássia,MG,-46.9265,-20.5797
351090,Cássia dos Coqueiros,SP,-47.1643,-21.2801
430430,Cândido Godói,RS,-54.7517,-27.9515
210260,Cândido Mendes,MA,-45.7273,-1.4531
351000,Cândido Mota,SP,-50.3892,-22.7435
351010,Cândido Rodrigues,SP,-48.6327,-21.3275
290670,Cândido Sales,BA,-41.2391,-15.5038
410440,Cândido de Abreu,PR,-51.3432,-24.5747
410530,Céu Azul,PR,-53.8494,-25.1485
290780,Cícero Dantas,BA,-38.3834,-10.5932
311980,Córrego Danta,MG,-45.9042,-19.8239
311995,Córrego Fundo,MG,-45.5558,-20.449
312000,Córrego Novo,MG,-42.3958,-19.8322
311990,Córrego do Bom Jesus,MG,-46.0197,-22.6306
520570,Córrego do Ouro,GO,-50.5512,-16.2961
311783,Cônego Marinho,MG,-44.4141,-15.2974
520670,Damianópolis,GO,-46.178,-14.5604
250535,Damião,PB,-35.9049,-6.6322
520680,Damolândia,GO,-49.3609,-16.2539
170650,Darcinópolis,TO,-47.7524,-6.7086
312100,Datas,MG,-43.6584,-18.4459
430630,David Canabarro,RS,-51.8473,-28.3879
520690,Davinópolis,GO,-47.5568,-18.1501
210375,Davinópolis,MA,-47.3942,-5.5266
312110,Delfim Moreira,MG,-45.2792,-22.5087
312120,Delfinópolis,MG,-46.8539,-20.3442
270240,Delmiro Gouveia,AL,-37.9987,-9.3853
312125,Delta,MG,-47.7711,-19.9769
220330,Demerval Lobão,PI,-42.6722,-5.3642
510345,Denise,MT,-57.048,-14.7253
500345,Deodápolis,MS,-54.1682,-22.2763
230426,Deputado Irapuan Pinheiro,CE,-39.257,-5.9148
430632,Derrubadas,RS,-53.8632,-27.2652
351370,Descalvado,SP,-47.6203,-21.909
420490,Descanso,SC,-53.5018,-26.8247
312130,Descoberto,MG,-42.9672,-21.4594
250540,Desterro,PB,-37.0881,-7.289
312140,Desterro de Entre Rios,MG,-44.3322,-20.66
312150,Desterro do Melo,MG,-43.5204,-21.1476
430635,Dezesseis de Novembro,RS,-55.048,-28.2249
351380,Diadema,SP,-46.6205,-23.6813
250560,Diamante,PB,-38.2647,-7.4262
410715,Diamante d`Oeste,PR,-54.104021,-24.944026
410710,Diamante do Norte,PR,-52.8589,-22.6565
410712,Diamante do Sul,PR,-52.6801,-25.0436
312160,Diamantina,MG,-43.6006,-18.2441
510350,Diamantino,MT,-56.4366,-14.4037
170700,Dianópolis,TO,-46.8198,-11.624
291005,Dias d`Ávila,BA,-4.69622,40.65435
430637,Dilermando de Aguiar,RS,-54.2079,-29.705
312170,Diogo de Vasconcelos,MG,-43.1985,-20.4869
312180,Dionísio,MG,-42.7769,-19.8419
420500,Dionísio Cerqueira,SC,-53.6346,-26.2605
520710,Diorama,GO,-51.2588,-16.236
351385,Dirce Reis,SP,-50.6063,-20.4664
220335,Dirceu Arcoverde,PI,-42.4348,-9.3394
280200,Divina Pastora,SE,-37.1483,-10.6783
312200,Divino,MG,-42.1475,-20.6151
312210,Divino das Laranjeiras,MG,-41.4792,-18.7775
320180,Divino de São Lourenço,ES,-41.6838,-20.6202
351390,Divinolândia,SP,-46.7361,-21.6637
312220,Divinolândia de Minas,MG,-42.6133,-18.8017
312190,Divinésia,MG,-43.0039,-20.9903
312230,Divinópolis,MG,-44.8912,-20.1435
520830,Divinópolis de Goiás,GO,-46.3951,-13.2906
170710,Divinópolis do Tocantins,TO,-49.2144,-9.8016
312235,Divisa Alegre,MG,-41.3443,-15.7208
312240,Divisa Nova,MG,-46.1927,-21.5127
312245,Divisópolis,MG,-41.0025,-15.723
351400,Dobrada,SP,-48.3939,-21.5181
351410,Dois Córregos,SP,-48.3848,-22.3695
430640,Dois Irmãos,RS,-51.0898,-29.5836
430642,Dois Irmãos das Missões,RS,-53.5331,-27.6599
500348,Dois Irmãos do Buriti,MS,-55.276,-20.6906
170720,Dois Irmãos do Tocantins,TO,-49.0666,-9.254
430645,Dois Lajeados,RS,-51.8396,-28.983
270250,Dois Riachos,AL,-37.0965,-9.3846
410720,Dois Vizinhos,PR,-53.0554,-25.7465
351420,Dolcinópolis,SP,-50.5133,-20.1231
510360,Dom Aquino,MT,-54.9223,-15.8099
291010,Dom Basílio,BA,-41.7716,-13.759
312247,Dom Bosco,MG,-46.2574,-16.6528
312250,Dom Cavati,MG,-42.1067,-19.3742
150293,Dom Eliseu,PA,-47.5559,-4.2928
220340,Dom Expedito Lopes,PI,-41.6396,-6.9533
430650,Dom Feliciano,RS,-52.1081,-30.7021
220345,Dom Inocêncio,PI,-41.9697,-9.0052
312260,Dom Joaquim,MG,-43.2555,-18.9673
291020,Dom Macedo Costa,BA,-39.1891,-12.9091
430660,Dom Pedrito,RS,-54.6746,-30.9838
210380,Dom Pedro,MA,-44.4379,-5.039
430655,Dom Pedro de Alcântara,RS,-49.849,-29.3701
312270,Dom Silvério,MG,-42.9667,-20.1631
312280,Dom Viçoso,MG,-45.1603,-22.2534
320190,Domingos Martins,ES,-40.6586,-20.3646
220342,Domingos Mourão,PI,-41.2683,-4.2495
420510,Dona Emma,SC,-49.7265,-26.9849
312290,Dona Eusébia,MG,-42.8106,-21.3167
430670,Dona Francisca,RS,-53.356,-29.6227
250570,Dona Inês,PB,-35.6271,-6.6032
312300,Dores de Campos,MG,-44.0225,-21.1072
312310,Dores de Guanhães,MG,-42.9264,-19.0586
312320,Dores do Indaiá,MG,-45.6017,-19.4636
320200,Dores do Rio Preto,ES,-41.8482,-20.6893
312330,Dores do Turvo,MG,-43.1889,-20.9753
312340,Doresópolis,MG,-45.9031,-20.2872
260515,Dormentes,PE,-40.7662,-8.4412
500350,Douradina,MS,-54.6118,-22.0403
410725,Douradina,PR,-54.6118,-22.0403
351430,Dourado,SP,-48.3151,-22.1125
312350,Douradoquara,MG,-47.6083,-18.4311
500370,Dourados,MS,-54.8122,-22.2206
410730,Doutor Camargo,PR,-52.2186,-23.5576
430673,Doutor Maurício Cardoso,RS,-54.3628,-27.5105
420515,Doutor Pedrinho,SC,-49.4827,-26.7164
430675,Doutor Ricardo,RS,-51.9972,-29.084
240320,Doutor Severiano,RN,-38.3748,-6.0948
412863,Doutor Ulysses,PR,-49.4201,-24.5673
520725,Doverlândia,GO,-52.3138,-16.7211
351440,Dracena,SP,-51.535,-21.4843
351450,Duartina,SP,-49.4084,-22.4146
330160,Duas Barras,RJ,-42.5195,-22.0523
250580,Duas Estradas,PB,-35.4158,-6.6855
170730,Dueré,TO,-49.2716,-11.3416
351460,Dumont,SP,-47.9748,-21.2391
210390,Duque Bacelar,MA,-42.9451,-4.1512
330170,Duque de Caxias,RJ,-43.3099,-22.7896
312352,Durandé,MG,-41.7981,-20.2036
291000,Dário Meira,BA,-39.9029,-14.4332
351470,Echaporã,SP,-50.2038,-22.4326
320210,Ecoporanga,ES,-40.836,-18.3702
520735,Edealina,GO,-49.6644,-17.4239
520740,Edéia,GO,-49.9292,-17.3407
130140,Eirunepé,AM,-69.8662,-6.6568
500375,Eldorado,MS,-48.1093,-24.5226
351480,Eldorado,SP,-48.1093,-24.5226
150295,Eldorado do Carajás,PA,-49.3033,-6.1059
430676,Eldorado do Sul,RS,-51.3092,-29.9985
220350,Elesbão Veloso,PI,-42.1383,-6.2039
351490,Elias Fausto,SP,-47.3718,-23.0417
220360,Eliseu Martins,PI,-43.661,-8.097
351492,Elisiário,SP,-49.1111,-21.1673
291030,Elísio Medrado,BA,-39.5204,-12.947
312360,Elói Mendes,MG,-45.5947,-21.6007
250590,Emas,PB,-37.7156,-7.1071
351495,Embaúba,SP,-48.8375,-20.982
351500,Embu das Artes,SP,-46.8528,-23.6495
351510,Embu-Guaçu,SP,-46.8156,-23.8318
351512,Emilianópolis,SP,-51.4832,-21.8314
430680,Encantado,RS,-51.8762,-29.2398
240330,Encanto,RN,-38.3033,-6.1069
291040,Encruzilhada,BA,-40.9072,-15.5322
430690,Encruzilhada do Sul,RS,-52.5224,-30.5433
410750,Engenheiro Beltrão,PR,-52.2593,-23.7996
312370,Engenheiro Caldas,MG,-42.0469,-19.2014
351515,Engenheiro Coelho,SP,-47.2119,-22.4897
312380,Engenheiro Navarro,MG,-43.9497,-17.2831
330180,Engenheiro Paulo de Frontin,RJ,-43.6783,-22.5505
430692,Engenho Velho,RS,-52.9126,-27.7115
312385,Entre Folhas,MG,-42.2321,-19.6259
291050,Entre Rios,BA,-38.0837,-11.9424
420517,Entre Rios,SC,-38.0837,-11.9424
312390,Entre Rios de Minas,MG,-44.0656,-20.6708
410753,Entre Rios do Oeste,PR,-54.2448,-24.7002
430695,Entre Rios do Sul,RS,-52.7347,-27.5298
430693,Entre-Ijuís,RS,-54.2686,-28.3686
130150,Envira,AM,-70.0281,-7.4379
410740,Enéas Marques,PR,-53.1638,-25.9436
120025,Epitaciolândia,AC,-68.7412,-11.0289
240340,Equador,RN,-36.7177,-6.9444
430697,Erebango,RS,-52.3027,-27.8547
430700,Erechim,RS,-52.2737,-27.635
230427,Ererê,CE,-38.3484,-6.0311
420519,Ermo,SC,-49.6429,-28.9861
430705,Ernestina,RS,-52.5702,-28.4984
430720,Erval Grande,RS,-52.5708,-27.391
430730,Erval Seco,RS,-53.5069,-27.5511
420520,Erval Velho,SC,-51.443,-27.2743
312400,Ervália,MG,-42.6534,-20.84
260520,Escada,PE,-35.2233,-8.3594
430740,Esmeralda,RS,-51.1922,-28.0544
312410,Esmeraldas,MG,-44.3146,-19.7613
312420,Espera Feliz,MG,-41.9081,-20.6494
220370,Esperantina,PI,-42.2324,-3.8886
170740,Esperantina,TO,-42.2324,-3.8886
210400,Esperantinópolis,MA,-44.6926,-4.8794
250600,Esperança,PB,-35.8522,-7.0185
410752,Esperança Nova,PR,-53.8105,-23.7246
430745,Esperança do Sul,RS,-53.991,-27.3617
410754,Espigão Alto do Iguaçu,PR,-52.8376,-25.4224
110009,Espigão d`Oeste,RO,11.76111,44.94722
312430,Espinosa,MG,-42.8093,-14.9232
291060,Esplanada,BA,-37.9422,-11.7965
430750,Espumoso,RS,-52.8454,-28.7257
240350,Espírito Santo,RN,-35.3097,-6.3318
312440,Espírito Santo do Dourado,MG,-45.9508,-22.0467
351518,Espírito Santo do Pinhal,SP,-46.7724,-22.1715
351519,Espírito Santo do Turvo,SP,-49.4295,-22.694
430755,Estação,RS,-52.2636,-27.9135
430770,Esteio,RS,-51.1841,-29.852
312450,Estiva,MG,-46.0172,-22.4628
355730,Estiva Gerbi,SP,-46.9525,-22.2755
210405,Estreito,MA,-47.4432,-6.5583
430780,Estrela,RS,-51.9622,-29.5011
312460,Estrela Dalva,MG,-42.4608,-21.7417
430781,Estrela Velha,RS,-53.1596,-29.1775
351520,Estrela d`Oeste,SP,-50.400233,-20.286847
270255,Estrela de Alagoas,AL,-36.7617,-9.3889
312470,Estrela do Indaiá,MG,-45.7875,-19.5225
520750,Estrela do Norte,GO,-51.6632,-22.4859
351530,Estrela do Norte,SP,-51.9622,-29.5011
312480,Estrela do Sul,MG,-47.6901,-18.742
280210,Estância,SE,-37.4378,-11.2682
430760,Estância Velha,RS,-51.1843,-29.6535
291070,Euclides da Cunha,BA,-39.0127,-10.5059
351535,Euclides da Cunha Paulista,SP,-39.0127,-10.5059
312490,Eugenópolis,MG,-42.1851,-21.0968
430783,Eugênio de Castro,RS,-54.1475,-28.5286
291072,Eunápolis,BA,-39.5757,-16.3722
230428,Eusébio,CE,-38.4559,-3.8925
312500,Ewbank da Câmara,MG,-43.5097,-21.5514
312510,Extrema,MG,-46.3163,-22.8489
240360,Extremoz,RN,-35.3048,-5.7014
260530,Exu,PE,-39.722,-7.5154
250610,Fagundes,PB,-35.784,-7.3577
430786,Fagundes Varela,RS,-51.6988,-28.8808
520753,Faina,GO,-50.3636,-15.4454
312520,Fama,MG,-45.8322,-21.4089
312530,Faria Lemos,MG,-42.0127,-20.8051
230430,Farias Brito,CE,-39.5714,-6.9273
150300,Faro,PA,-56.7461,-2.1737
410755,Farol,PR,-52.6232,-24.0935
430790,Farroupilha,RS,-51.3405,-29.2249
351540,Fartura,SP,-49.5105,-23.3904
220375,Fartura do Piauí,PI,-42.7912,-9.4834
410760,Faxinal,PR,-51.3223,-24.0011
430800,Faxinal do Soturno,RS,-53.4458,-29.5772
420530,Faxinal dos Guedes,SC,-52.2604,-26.8535
430805,Faxinalzinho,RS,-52.6739,-27.4241
520760,Fazenda Nova,GO,-50.7796,-16.1856
410765,Fazenda Rio Grande,PR,-52.0991,-32.0334
430807,Fazenda Vilanova,RS,-51.8217,-29.5885
120030,Feijó,AC,-70.354,-8.1649
270260,Feira Grande,AL,-36.6793,-9.8944
